"","X","subject","item","list","subexpt","integrated","related","n2num","text","animacy","maincode","dysfluency","LengthChar.Head","LengthChar.Prep","LengthChar.Adj","LengthChar.Noun","LengthPhon.Head","LengthPhon.Prep","LengthPhon.Adj","LengthPhon.Noun","LengthSylHead","LengthSyll.Prep","LengthSyll.Adj","LengthSyll.Noun","Freq1Mil.Head","FreqMil.Prep","FreqMil.Adj","FreqMil.N1","LogFr.Head","LogFreq.Prep","LogFreq.Adj","LogFreq.N1","RelatedHL","RelatedLH","Integrated","errcord","AssPercent.HL.S","AssPercent.HL.P","LNSing.HS","LNSing.HP","LNPlur.HS","LNPlurP.HP","TotalHead1","HeadToLocNSS.Match1","HeadToLocNSP.Match1","TotalHead2","HeadToLocNSS.Match2","HeadToLocNSP.Match2","TotalLocNS1","LocNS1ToHeadS","LocNS1toHeadP","TotalLocNS2","LocNS2ToHeadS","LocNS2toHeadP","TotalLocNP1","LocNP1ToHeadS","LocNP1toHeadP","TotalLocNP2","LocNP2ToHeadS","LocNP2ToHeadP","Plausibility","errnd","errd","errcornd","all.asso","local.asso","res.int","res.rel","res.asshl","res.rel2"
"384",384,1066,140,6,"Prop","unint","unrel","plur","The book beside the tall stacks","I",0,"",4,6,4,6,3,6,3,5,1,2,1,1,171.55,14.96,32.25,1.82,2.24,1.2,1.52,0.45,5.25,4.08,4.17,16,0,0,0,5,0,20,40,0,0,40,0,0,20,0,1,20,0,1,20,0,4,20,0,4,4.63,1,1,16,3.75,7.5,-0.229069198346736,0.478239948534405,-0.0901638872925352,0.904922193162222
"385",385,1050,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"386",386,1032,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"387",387,1008,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"388",388,1074,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"389",389,1056,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"390",390,1104,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"391",391,1014,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"392",392,1068,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"393",393,1038,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"394",394,1002,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"395",395,1098,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"396",396,1134,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"D",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"397",397,1110,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"398",398,1092,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"399",399,1086,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"400",400,1080,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"401",401,1044,140,2,"Prop","unint","rel","plur","The book beside the torn pages","I",0,"",4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,17,0,3.75,31.25,1.25,23.75,13.75,40,0,1,40,0,2,40,22,0,40,3,1,40,15,9,40,4,2,4.5,0,0,16,22.0833333333333,32.5,-0.310029601004636,1.0707277749423,0.253871523131839,1.1252467480239
"402",402,156,9,4,"SemRel","integ","rel","plur","The butler for the selfish millionaires","A",0,"",6,3,7,12,6,3,6,10,2,1,2,3,6.8,6749.25,15.94,1.76,0.89,3.83,1.23,0.44,5.83,4.58,5.18,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.08,1,1,7,0,0,0.447785814411728,0.043826938638226,-0.03735855544157,1.93869466379167
"403",403,124,9,4,"SemRel","integ","rel","plur","The butler for the selfish millionaires","A",0,"",6,3,7,12,6,3,6,10,2,1,2,3,6.8,6749.25,15.94,1.76,0.89,3.83,1.23,0.44,5.83,4.58,5.18,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.08,1,1,7,0,0,0.447785814411728,0.043826938638226,-0.03735855544157,1.93869466379167
"404",404,12,9,4,"SemRel","integ","rel","plur","The butler for the selfish millionaires","A",0,"",6,3,7,12,6,3,6,10,2,1,2,3,6.8,6749.25,15.94,1.76,0.89,3.83,1.23,0.44,5.83,4.58,5.18,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.08,1,1,7,0,0,0.447785814411728,0.043826938638226,-0.03735855544157,1.93869466379167
"405",405,36,9,4,"SemRel","integ","rel","plur","The butler for the selfish millionaires","A",0,"",6,3,7,12,6,3,6,10,2,1,2,3,6.8,6749.25,15.94,1.76,0.89,3.83,1.23,0.44,5.83,4.58,5.18,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.08,1,1,7,0,0,0.447785814411728,0.043826938638226,-0.03735855544157,1.93869466379167
"406",406,236,9,4,"SemRel","integ","rel","plur","The butler for the selfish millionaires","A",0,"",6,3,7,12,6,3,6,10,2,1,2,3,6.8,6749.25,15.94,1.76,0.89,3.83,1.23,0.44,5.83,4.58,5.18,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.08,1,1,7,0,0,0.447785814411728,0.043826938638226,-0.03735855544157,1.93869466379167
"407",407,100,9,4,"SemRel","integ","rel","plur","The butler for the selfish millionaires","A",0,"",6,3,7,12,6,3,6,10,2,1,2,3,6.8,6749.25,15.94,1.76,0.89,3.83,1.23,0.44,5.83,4.58,5.18,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.08,1,1,7,0,0,0.447785814411728,0.043826938638226,-0.03735855544157,1.93869466379167
"408",408,188,9,4,"SemRel","integ","rel","plur","The butler for the selfish millionaires","A",1,"",6,3,7,12,6,3,6,10,2,1,2,3,6.8,6749.25,15.94,1.76,0.89,3.83,1.23,0.44,5.83,4.58,5.18,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.08,1,1,7,0,0,0.447785814411728,0.043826938638226,-0.03735855544157,1.93869466379167
"409",409,94,9,6,"SemRel","integ","unrel","plur","The butler for the spoiled kids","A",0,"",6,3,7,4,6,3,5,4,2,1,2,1,6.8,6749.25,2.18,300.86,0.89,3.83,0.5,2.48,2.92,2.5,3.42,10,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.36,0,0,9,0,0,0.359254629709782,-0.924551386391873,0.00211252214815726,-0.971305336208331
"410",410,214,9,6,"SemRel","integ","unrel","plur","The butler for the spoiled kids","A",0,"",6,3,7,4,6,3,5,4,2,1,2,1,6.8,6749.25,2.18,300.86,0.89,3.83,0.5,2.48,2.92,2.5,3.42,10,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.36,0,0,9,0,0,0.359254629709782,-0.924551386391873,0.00211252214815726,-0.971305336208331
"411",411,126,9,6,"SemRel","integ","unrel","plur","The butler for the spoiled kids","A",0,"",6,3,7,4,6,3,5,4,2,1,2,1,6.8,6749.25,2.18,300.86,0.89,3.83,0.5,2.48,2.92,2.5,3.42,10,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.36,0,0,9,0,0,0.359254629709782,-0.924551386391873,0.00211252214815726,-0.971305336208331
"412",412,190,9,6,"SemRel","integ","unrel","plur","The butler for the spoiled kids","A",0,"",6,3,7,4,6,3,5,4,2,1,2,1,6.8,6749.25,2.18,300.86,0.89,3.83,0.5,2.48,2.92,2.5,3.42,10,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.36,0,0,9,0,0,0.359254629709782,-0.924551386391873,0.00211252214815726,-0.971305336208331
"413",413,198,9,6,"SemRel","integ","unrel","plur","The butler for the spoiled kids","A",0,"D",6,3,7,4,6,3,5,4,2,1,2,1,6.8,6749.25,2.18,300.86,0.89,3.83,0.5,2.48,2.92,2.5,3.42,10,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.36,0,0,9,0,0,0.359254629709782,-0.924551386391873,0.00211252214815726,-0.971305336208331
"414",414,222,9,6,"SemRel","integ","unrel","plur","The butler for the spoiled kids","A",0,"",6,3,7,4,6,3,5,4,2,1,2,1,6.8,6749.25,2.18,300.86,0.89,3.83,0.5,2.48,2.92,2.5,3.42,10,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.36,0,0,9,0,0,0.359254629709782,-0.924551386391873,0.00211252214815726,-0.971305336208331
"415",415,46,9,6,"SemRel","integ","unrel","plur","The butler for the spoiled kids","A",0,"",6,3,7,4,6,3,5,4,2,1,2,1,6.8,6749.25,2.18,300.86,0.89,3.83,0.5,2.48,2.92,2.5,3.42,10,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.36,0,0,9,0,0,0.359254629709782,-0.924551386391873,0.00211252214815726,-0.971305336208331
"416",416,102,9,6,"SemRel","integ","unrel","plur","The butler for the spoiled kids","A",0,"",6,3,7,4,6,3,5,4,2,1,2,1,6.8,6749.25,2.18,300.86,0.89,3.83,0.5,2.48,2.92,2.5,3.42,10,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.36,0,0,9,0,0,0.359254629709782,-0.924551386391873,0.00211252214815726,-0.971305336208331
"417",417,182,9,6,"SemRel","integ","unrel","plur","The butler for the spoiled kids","A",0,"",6,3,7,4,6,3,5,4,2,1,2,1,6.8,6749.25,2.18,300.86,0.89,3.83,0.5,2.48,2.92,2.5,3.42,10,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.36,0,0,9,0,0,0.359254629709782,-0.924551386391873,0.00211252214815726,-0.971305336208331
"418",418,86,9,6,"SemRel","integ","unrel","plur","The butler for the spoiled kids","A",0,"",6,3,7,4,6,3,5,4,2,1,2,1,6.8,6749.25,2.18,300.86,0.89,3.83,0.5,2.48,2.92,2.5,3.42,10,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6.36,0,0,9,0,0,0.359254629709782,-0.924551386391873,0.00211252214815726,-0.971305336208331
"419",419,48,9,8,"SemRel","unint","rel","plur","The butler near the selfish millionaires","A",0,"",6,4,7,12,6,3,6,10,2,1,2,3,6.8,59.14,15.94,1.76,0.89,1.78,1.23,0.44,5.83,4.58,3.33,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.92,0,0,10,0,0,-1.40221418558827,2.08473608562363,-0.03735855544157,1.93869466379167
"420",420,32,9,8,"SemRel","unint","rel","plur","The butler near the selfish millionaires","A",0,"",6,4,7,12,6,3,6,10,2,1,2,3,6.8,59.14,15.94,1.76,0.89,1.78,1.23,0.44,5.83,4.58,3.33,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.92,0,0,10,0,0,-1.40221418558827,2.08473608562363,-0.03735855544157,1.93869466379167
"421",421,40,9,8,"SemRel","unint","rel","plur","The butler near the selfish millionaires","A",0,"",6,4,7,12,6,3,6,10,2,1,2,3,6.8,59.14,15.94,1.76,0.89,1.78,1.23,0.44,5.83,4.58,3.33,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.92,0,0,10,0,0,-1.40221418558827,2.08473608562363,-0.03735855544157,1.93869466379167
"422",422,232,9,8,"SemRel","unint","rel","plur","The butler near the selfish millionaires","A",0,"",6,4,7,12,6,3,6,10,2,1,2,3,6.8,59.14,15.94,1.76,0.89,1.78,1.23,0.44,5.83,4.58,3.33,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.92,0,0,10,0,0,-1.40221418558827,2.08473608562363,-0.03735855544157,1.93869466379167
"423",423,96,9,8,"SemRel","unint","rel","plur","The butler near the selfish millionaires","A",0,"",6,4,7,12,6,3,6,10,2,1,2,3,6.8,59.14,15.94,1.76,0.89,1.78,1.23,0.44,5.83,4.58,3.33,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.92,0,0,10,0,0,-1.40221418558827,2.08473608562363,-0.03735855544157,1.93869466379167
"424",424,216,9,8,"SemRel","unint","rel","plur","The butler near the selfish millionaires","A",0,"",6,4,7,12,6,3,6,10,2,1,2,3,6.8,59.14,15.94,1.76,0.89,1.78,1.23,0.44,5.83,4.58,3.33,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.92,0,0,10,0,0,-1.40221418558827,2.08473608562363,-0.03735855544157,1.93869466379167
"425",425,184,9,8,"SemRel","unint","rel","plur","The butler near the selfish millionaires","A",0,"",6,4,7,12,6,3,6,10,2,1,2,3,6.8,59.14,15.94,1.76,0.89,1.78,1.23,0.44,5.83,4.58,3.33,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.92,0,0,10,0,0,-1.40221418558827,2.08473608562363,-0.03735855544157,1.93869466379167
"426",426,200,9,8,"SemRel","unint","rel","plur","The butler near the selfish millionaires","A",0,"",6,4,7,12,6,3,6,10,2,1,2,3,6.8,59.14,15.94,1.76,0.89,1.78,1.23,0.44,5.83,4.58,3.33,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.92,0,0,10,0,0,-1.40221418558827,2.08473608562363,-0.03735855544157,1.93869466379167
"427",427,136,9,8,"SemRel","unint","rel","plur","The butler near the selfish millionaires","A",0,"",6,4,7,12,6,3,6,10,2,1,2,3,6.8,59.14,15.94,1.76,0.89,1.78,1.23,0.44,5.83,4.58,3.33,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.92,0,0,10,0,0,-1.40221418558827,2.08473608562363,-0.03735855544157,1.93869466379167
"428",428,128,9,8,"SemRel","unint","rel","plur","The butler near the selfish millionaires","A",0,"D",6,4,7,12,6,3,6,10,2,1,2,3,6.8,59.14,15.94,1.76,0.89,1.78,1.23,0.44,5.83,4.58,3.33,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.92,0,0,10,0,0,-1.40221418558827,2.08473608562363,-0.03735855544157,1.93869466379167
"429",429,8,9,8,"SemRel","unint","rel","plur","The butler near the selfish millionaires","A",0,"",6,4,7,12,6,3,6,10,2,1,2,3,6.8,59.14,15.94,1.76,0.89,1.78,1.23,0.44,5.83,4.58,3.33,11,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,4.92,0,0,10,0,0,-1.40221418558827,2.08473608562363,-0.03735855544157,1.93869466379167
"430",430,122,9,2,"SemRel","unint","unrel","plur","The butler near the spoiled kids","A",0,"",6,4,7,4,6,3,5,4,2,1,2,1,6.8,59.14,2.18,300.86,0.89,1.78,0.5,2.48,2.92,2.5,2.92,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6,0,0,7,0,0,-0.140745370290218,-0.37295431963906,0.00211252214815726,-0.971305336208331
"431",431,114,9,2,"SemRel","unint","unrel","plur","The butler near the spoiled kids","A",0,"",6,4,7,4,6,3,5,4,2,1,2,1,6.8,59.14,2.18,300.86,0.89,1.78,0.5,2.48,2.92,2.5,2.92,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6,0,0,7,0,0,-0.140745370290218,-0.37295431963906,0.00211252214815726,-0.971305336208331
"432",432,178,9,2,"SemRel","unint","unrel","plur","The butler near the spoiled kids","A",0,"",6,4,7,4,6,3,5,4,2,1,2,1,6.8,59.14,2.18,300.86,0.89,1.78,0.5,2.48,2.92,2.5,2.92,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6,0,0,7,0,0,-0.140745370290218,-0.37295431963906,0.00211252214815726,-0.971305336208331
"433",433,66,9,2,"SemRel","unint","unrel","plur","The butler near the spoiled kids","A",0,"",6,4,7,4,6,3,5,4,2,1,2,1,6.8,59.14,2.18,300.86,0.89,1.78,0.5,2.48,2.92,2.5,2.92,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6,0,0,7,0,0,-0.140745370290218,-0.37295431963906,0.00211252214815726,-0.971305336208331
"434",434,186,9,2,"SemRel","unint","unrel","plur","The butler near the spoiled kids","A",0,"",6,4,7,4,6,3,5,4,2,1,2,1,6.8,59.14,2.18,300.86,0.89,1.78,0.5,2.48,2.92,2.5,2.92,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6,0,0,7,0,0,-0.140745370290218,-0.37295431963906,0.00211252214815726,-0.971305336208331
"435",435,170,9,2,"SemRel","unint","unrel","plur","The butler near the spoiled kids","A",0,"",6,4,7,4,6,3,5,4,2,1,2,1,6.8,59.14,2.18,300.86,0.89,1.78,0.5,2.48,2.92,2.5,2.92,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6,0,0,7,0,0,-0.140745370290218,-0.37295431963906,0.00211252214815726,-0.971305336208331
"436",436,162,9,2,"SemRel","unint","unrel","plur","The butler near the spoiled kids","A",0,"",6,4,7,4,6,3,5,4,2,1,2,1,6.8,59.14,2.18,300.86,0.89,1.78,0.5,2.48,2.92,2.5,2.92,7,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,6,0,0,7,0,0,-0.140745370290218,-0.37295431963906,0.00211252214815726,-0.971305336208331
"437",437,1105,113,1,"Cat","unint","unrel","plur","The butterfly by the lively hamsters","A",1,"",9,2,6,8,9,3,6,8,3,1,2,2,4.94,1212.84,4.06,0.39,0.77,3.08,0.7,0.14,2.33,2.75,2.42,13,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,3.71,2,2,13,0,0,-0.301856503958311,-0.668497489661292,0.0142105913692025,-1.89036942503185
"438",438,1113,113,1,"Cat","unint","unrel","plur","The butterfly by the lively hamsters","A",0,"",9,2,6,8,9,3,6,8,3,1,2,2,4.94,1212.84,4.06,0.39,0.77,3.08,0.7,0.14,2.33,2.75,2.42,13,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,3.71,2,2,13,0,0,-0.301856503958311,-0.668497489661292,0.0142105913692025,-1.89036942503185
"439",439,1077,113,1,"Cat","unint","unrel","plur","The butterfly by the lively hamsters","A",1,"",9,2,6,8,9,3,6,8,3,1,2,2,4.94,1212.84,4.06,0.39,0.77,3.08,0.7,0.14,2.33,2.75,2.42,13,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,3.71,2,2,13,0,0,-0.301856503958311,-0.668497489661292,0.0142105913692025,-1.89036942503185
"440",440,1101,113,1,"Cat","unint","unrel","plur","The butterfly by the lively hamsters","A",0,"",9,2,6,8,9,3,6,8,3,1,2,2,4.94,1212.84,4.06,0.39,0.77,3.08,0.7,0.14,2.33,2.75,2.42,13,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,3.71,2,2,13,0,0,-0.301856503958311,-0.668497489661292,0.0142105913692025,-1.89036942503185
"441",441,1013,113,1,"Cat","unint","unrel","plur","The butterfly by the lively hamsters","A",0,"",9,2,6,8,9,3,6,8,3,1,2,2,4.94,1212.84,4.06,0.39,0.77,3.08,0.7,0.14,2.33,2.75,2.42,13,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,3.71,2,2,13,0,0,-0.301856503958311,-0.668497489661292,0.0142105913692025,-1.89036942503185
"442",442,1009,113,1,"Cat","unint","unrel","plur","The butterfly by the lively hamsters","A",0,"",9,2,6,8,9,3,6,8,3,1,2,2,4.94,1212.84,4.06,0.39,0.77,3.08,0.7,0.14,2.33,2.75,2.42,13,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,3.71,2,2,13,0,0,-0.301856503958311,-0.668497489661292,0.0142105913692025,-1.89036942503185
"443",443,1057,113,1,"Cat","unint","unrel","plur","The butterfly by the lively hamsters","A",0,"",9,2,6,8,9,3,6,8,3,1,2,2,4.94,1212.84,4.06,0.39,0.77,3.08,0.7,0.14,2.33,2.75,2.42,13,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,3.71,2,2,13,0,0,-0.301856503958311,-0.668497489661292,0.0142105913692025,-1.89036942503185
"444",444,1005,113,1,"Cat","unint","unrel","plur","The butterfly by the lively hamsters","A",0,"",9,2,6,8,9,3,6,8,3,1,2,2,4.94,1212.84,4.06,0.39,0.77,3.08,0.7,0.14,2.33,2.75,2.42,13,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,3.71,2,2,13,0,0,-0.301856503958311,-0.668497489661292,0.0142105913692025,-1.89036942503185
"445",445,1093,113,1,"Cat","unint","unrel","plur","The butterfly by the lively hamsters","A",0,"",9,2,6,8,9,3,6,8,3,1,2,2,4.94,1212.84,4.06,0.39,0.77,3.08,0.7,0.14,2.33,2.75,2.42,13,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,3.71,2,2,13,0,0,-0.301856503958311,-0.668497489661292,0.0142105913692025,-1.89036942503185
