"","X.1","subject","item","list","subexpt","integrated","related","n2num","text","animacy","maincode","dysfluency","Freq1Mil.Head","FreqMil.Prep","FreqMil.Adj","FreqMil.N1","errcord","LNPlurP.HP","TotalHead1","HeadToLocNSS.Match1","HeadToLocNSP.Match1","TotalHead2","HeadToLocNSS.Match2","HeadToLocNSP.Match2","TotalLocNS1","LocNS1ToHeadS","LocNS1toHeadP","TotalLocNS2","LocNS2ToHeadS","LocNS2toHeadP","TotalLocNP1","LocNP1ToHeadS","LocNP1toHeadP","TotalLocNP2","LocNP2ToHeadS","LocNP2ToHeadP","errnd","errd","errcornd","res.int","res.rel","res.asshl","res.rel2","assHL","assHL.asin.ns","assHL.asin","assHL.log.ns","assHL.log","assLS","assLS.asin.ns","assLS.asin","assLS.log.ns","assLS.log","assLP","assLP.asin.ns","assLP.asin","assLP.log.ns","assLP.log","all.asso.asin.ns","all.asso.asin","all.asso.log.ns","all.asso.log","local.asso.asin.ns","local.asso.asin","local.asso.log.ns","local.asso.log","lf.head","lf.prep","lf.adj","lf.noun","rel","int","plaus","lf.head.ns","lf.prep.ns","lf.adj.ns","lf.noun.ns","rel.ns","int.ns","plaus.ns","corr","tot","elog","rates","v","asin"
"461",461,"1091",113,3,"Cat","unint","rel","plur","The butterfly by the lively hornets","A",0,"",4.94,1212.84,4.06,0.49,12,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,11,-1.26422929929186,1.23918909907191,-0.0703203981775796,0.359630574968154,12,0.707483211779343,-0.959172483695282,1.08098704691089,-1.0364576852018,12,0.707483211779343,-1.00481276316726,1.08098704691089,-1.06605095699613,12,0.707483211779343,-1.02057677575614,1.08098704691089,-1.07013572704847,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.538657552273498,0.654283396023601,-0.32913480724448,-0.939804499386379,0.224410942460105,-0.871123068169097,-0.507962733716367,0.77,3.08,0.7,0.17,4.58,2.75,4.71,12,12,-3.2188758248682,0,2.08,0
"462",462,"56",14,8,"SemRel","integ","unrel","plur","The caddy for the charismatic celebrities","A",0,"",2.73,6749.25,0.8,7.27,10,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,7,0.324094528764659,-0.992708250884061,0.0101892184033874,-1.91084770870329,10,0.643501108793284,-1.28101263941291,1.00216606175651,-1.50482070250038,10,0.643501108793284,-1.3192472426695,1.00216606175651,-1.51876104656344,10,0.643501108793284,-1.3498603043264,1.00216606175651,-1.53471360182288,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.915509299796919,1.45779813054538,-1.01859174881812,0.751164552970993,-1.12458452414358,-0.661365969986834,0.0431674308146561,0.57,3.83,0.26,0.92,2.25,3,5.17,10,10,-3.04452243772342,0,2.0952380952381,0
"463",463,"216",14,8,"SemRel","integ","unrel","plur","The caddy for the charismatic celebrities","A",0,"",2.73,6749.25,0.8,7.27,10,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,7,0.324094528764659,-0.992708250884061,0.0101892184033874,-1.91084770870329,10,0.643501108793284,-1.28101263941291,1.00216606175651,-1.50482070250038,10,0.643501108793284,-1.3192472426695,1.00216606175651,-1.51876104656344,10,0.643501108793284,-1.3498603043264,1.00216606175651,-1.53471360182288,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.915509299796919,1.45779813054538,-1.01859174881812,0.751164552970993,-1.12458452414358,-0.661365969986834,0.0431674308146561,0.57,3.83,0.26,0.92,2.25,3,5.17,10,10,-3.04452243772342,0,2.0952380952381,0
"464",464,"8",14,8,"SemRel","integ","unrel","plur","The caddy for the charismatic celebrities","A",0,"",2.73,6749.25,0.8,7.27,10,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,7,0.324094528764659,-0.992708250884061,0.0101892184033874,-1.91084770870329,10,0.643501108793284,-1.28101263941291,1.00216606175651,-1.50482070250038,10,0.643501108793284,-1.3192472426695,1.00216606175651,-1.51876104656344,10,0.643501108793284,-1.3498603043264,1.00216606175651,-1.53471360182288,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.915509299796919,1.45779813054538,-1.01859174881812,0.751164552970993,-1.12458452414358,-0.661365969986834,0.0431674308146561,0.57,3.83,0.26,0.92,2.25,3,5.17,10,10,-3.04452243772342,0,2.0952380952381,0
"465",465,"200",14,8,"SemRel","integ","unrel","plur","The caddy for the charismatic celebrities","A",0,"",2.73,6749.25,0.8,7.27,10,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,7,0.324094528764659,-0.992708250884061,0.0101892184033874,-1.91084770870329,10,0.643501108793284,-1.28101263941291,1.00216606175651,-1.50482070250038,10,0.643501108793284,-1.3192472426695,1.00216606175651,-1.51876104656344,10,0.643501108793284,-1.3498603043264,1.00216606175651,-1.53471360182288,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.915509299796919,1.45779813054538,-1.01859174881812,0.751164552970993,-1.12458452414358,-0.661365969986834,0.0431674308146561,0.57,3.83,0.26,0.92,2.25,3,5.17,10,10,-3.04452243772342,0,2.0952380952381,0
"466",466,"40",14,8,"SemRel","integ","unrel","plur","The caddy for the charismatic celebrities","A",0,"D",2.73,6749.25,0.8,7.27,10,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,7,0.324094528764659,-0.992708250884061,0.0101892184033874,-1.91084770870329,10,0.643501108793284,-1.28101263941291,1.00216606175651,-1.50482070250038,10,0.643501108793284,-1.3192472426695,1.00216606175651,-1.51876104656344,10,0.643501108793284,-1.3498603043264,1.00216606175651,-1.53471360182288,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.915509299796919,1.45779813054538,-1.01859174881812,0.751164552970993,-1.12458452414358,-0.661365969986834,0.0431674308146561,0.57,3.83,0.26,0.92,2.25,3,5.17,10,10,-3.04452243772342,0,2.0952380952381,0
"467",467,"88",14,8,"SemRel","integ","unrel","plur","The caddy for the charismatic celebrities","A",0,"D",2.73,6749.25,0.8,7.27,10,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,7,0.324094528764659,-0.992708250884061,0.0101892184033874,-1.91084770870329,10,0.643501108793284,-1.28101263941291,1.00216606175651,-1.50482070250038,10,0.643501108793284,-1.3192472426695,1.00216606175651,-1.51876104656344,10,0.643501108793284,-1.3498603043264,1.00216606175651,-1.53471360182288,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.915509299796919,1.45779813054538,-1.01859174881812,0.751164552970993,-1.12458452414358,-0.661365969986834,0.0431674308146561,0.57,3.83,0.26,0.92,2.25,3,5.17,10,10,-3.04452243772342,0,2.0952380952381,0
"468",468,"136",14,8,"SemRel","integ","unrel","plur","The caddy for the charismatic celebrities","A",0,"D",2.73,6749.25,0.8,7.27,10,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,7,0.324094528764659,-0.992708250884061,0.0101892184033874,-1.91084770870329,10,0.643501108793284,-1.28101263941291,1.00216606175651,-1.50482070250038,10,0.643501108793284,-1.3192472426695,1.00216606175651,-1.51876104656344,10,0.643501108793284,-1.3498603043264,1.00216606175651,-1.53471360182288,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.915509299796919,1.45779813054538,-1.01859174881812,0.751164552970993,-1.12458452414358,-0.661365969986834,0.0431674308146561,0.57,3.83,0.26,0.92,2.25,3,5.17,10,10,-3.04452243772342,0,2.0952380952381,0
"469",469,"104",14,8,"SemRel","integ","unrel","plur","The caddy for the charismatic celebrities","A",0,"",2.73,6749.25,0.8,7.27,10,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,7,0.324094528764659,-0.992708250884061,0.0101892184033874,-1.91084770870329,10,0.643501108793284,-1.28101263941291,1.00216606175651,-1.50482070250038,10,0.643501108793284,-1.3192472426695,1.00216606175651,-1.51876104656344,10,0.643501108793284,-1.3498603043264,1.00216606175651,-1.53471360182288,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.915509299796919,1.45779813054538,-1.01859174881812,0.751164552970993,-1.12458452414358,-0.661365969986834,0.0431674308146561,0.57,3.83,0.26,0.92,2.25,3,5.17,10,10,-3.04452243772342,0,2.0952380952381,0
"470",470,"232",14,8,"SemRel","integ","unrel","plur","The caddy for the charismatic celebrities","A",0,"",2.73,6749.25,0.8,7.27,10,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,7,0.324094528764659,-0.992708250884061,0.0101892184033874,-1.91084770870329,10,0.643501108793284,-1.28101263941291,1.00216606175651,-1.50482070250038,10,0.643501108793284,-1.3192472426695,1.00216606175651,-1.51876104656344,10,0.643501108793284,-1.3498603043264,1.00216606175651,-1.53471360182288,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.915509299796919,1.45779813054538,-1.01859174881812,0.751164552970993,-1.12458452414358,-0.661365969986834,0.0431674308146561,0.57,3.83,0.26,0.92,2.25,3,5.17,10,10,-3.04452243772342,0,2.0952380952381,0
"471",471,"208",14,8,"SemRel","integ","unrel","plur","The caddy for the charismatic celebrities","A",0,"",2.73,6749.25,0.8,7.27,10,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,7,0.324094528764659,-0.992708250884061,0.0101892184033874,-1.91084770870329,10,0.643501108793284,-1.28101263941291,1.00216606175651,-1.50482070250038,10,0.643501108793284,-1.3192472426695,1.00216606175651,-1.51876104656344,10,0.643501108793284,-1.3498603043264,1.00216606175651,-1.53471360182288,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.915509299796919,1.45779813054538,-1.01859174881812,0.751164552970993,-1.12458452414358,-0.661365969986834,0.0431674308146561,0.57,3.83,0.26,0.92,2.25,3,5.17,10,10,-3.04452243772342,0,2.0952380952381,0
"472",472,"142",14,6,"SemRel","integ","rel","plur","The caddy for the charismatic golfers","A",0,"",2.73,6749.25,0.8,0.55,11,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,1,1,9,0.273397905374591,0.633521028953457,-0.033453868820062,2.66915229129671,11,0.676130509560661,-1.11688156316126,1.04336227802113,-1.26002822606543,16,0.823033692134976,-0.436949978870002,1.20547503674089,-0.351051405599842,13.5,0.752474376163337,-0.789030004527404,1.13193929521042,-0.769818658140806,0.317560429291521,0.404456834488147,0.406540180433955,0.913633827222898,0.389760732797475,0.524324896592877,0.57978359661681,1.02637562714961,-0.915509299796919,1.45779813054538,-1.01859174881812,-0.894711991323516,1.52708896815036,1.50332728325412,1.54080374747505,0.57,3.83,0.26,0.19,6.83,5.58,6.42,10,11,-1.94591014905531,9.09090909090909,0.761904761904762,0.306277369169669
"473",473,"182",14,6,"SemRel","integ","rel","plur","The caddy for the charismatic golfers","A",0,"D",2.73,6749.25,0.8,0.55,11,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,1,1,9,0.273397905374591,0.633521028953457,-0.033453868820062,2.66915229129671,11,0.676130509560661,-1.11688156316126,1.04336227802113,-1.26002822606543,16,0.823033692134976,-0.436949978870002,1.20547503674089,-0.351051405599842,13.5,0.752474376163337,-0.789030004527404,1.13193929521042,-0.769818658140806,0.317560429291521,0.404456834488147,0.406540180433955,0.913633827222898,0.389760732797475,0.524324896592877,0.57978359661681,1.02637562714961,-0.915509299796919,1.45779813054538,-1.01859174881812,-0.894711991323516,1.52708896815036,1.50332728325412,1.54080374747505,0.57,3.83,0.26,0.19,6.83,5.58,6.42,10,11,-1.94591014905531,9.09090909090909,0.761904761904762,0.306277369169669
"474",474,"78",14,6,"SemRel","integ","rel","plur","The caddy for the charismatic golfers","A",0,"",2.73,6749.25,0.8,0.55,11,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,1,1,9,0.273397905374591,0.633521028953457,-0.033453868820062,2.66915229129671,11,0.676130509560661,-1.11688156316126,1.04336227802113,-1.26002822606543,16,0.823033692134976,-0.436949978870002,1.20547503674089,-0.351051405599842,13.5,0.752474376163337,-0.789030004527404,1.13193929521042,-0.769818658140806,0.317560429291521,0.404456834488147,0.406540180433955,0.913633827222898,0.389760732797475,0.524324896592877,0.57978359661681,1.02637562714961,-0.915509299796919,1.45779813054538,-1.01859174881812,-0.894711991323516,1.52708896815036,1.50332728325412,1.54080374747505,0.57,3.83,0.26,0.19,6.83,5.58,6.42,10,11,-1.94591014905531,9.09090909090909,0.761904761904762,0.306277369169669
"475",475,"38",14,6,"SemRel","integ","rel","plur","The caddy for the charismatic golfers","A",0,"",2.73,6749.25,0.8,0.55,11,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,1,1,9,0.273397905374591,0.633521028953457,-0.033453868820062,2.66915229129671,11,0.676130509560661,-1.11688156316126,1.04336227802113,-1.26002822606543,16,0.823033692134976,-0.436949978870002,1.20547503674089,-0.351051405599842,13.5,0.752474376163337,-0.789030004527404,1.13193929521042,-0.769818658140806,0.317560429291521,0.404456834488147,0.406540180433955,0.913633827222898,0.389760732797475,0.524324896592877,0.57978359661681,1.02637562714961,-0.915509299796919,1.45779813054538,-1.01859174881812,-0.894711991323516,1.52708896815036,1.50332728325412,1.54080374747505,0.57,3.83,0.26,0.19,6.83,5.58,6.42,10,11,-1.94591014905531,9.09090909090909,0.761904761904762,0.306277369169669
"476",476,"174",14,6,"SemRel","integ","rel","plur","The caddy for the charismatic golfers","A",0,"",2.73,6749.25,0.8,0.55,11,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,1,1,9,0.273397905374591,0.633521028953457,-0.033453868820062,2.66915229129671,11,0.676130509560661,-1.11688156316126,1.04336227802113,-1.26002822606543,16,0.823033692134976,-0.436949978870002,1.20547503674089,-0.351051405599842,13.5,0.752474376163337,-0.789030004527404,1.13193929521042,-0.769818658140806,0.317560429291521,0.404456834488147,0.406540180433955,0.913633827222898,0.389760732797475,0.524324896592877,0.57978359661681,1.02637562714961,-0.915509299796919,1.45779813054538,-1.01859174881812,-0.894711991323516,1.52708896815036,1.50332728325412,1.54080374747505,0.57,3.83,0.26,0.19,6.83,5.58,6.42,10,11,-1.94591014905531,9.09090909090909,0.761904761904762,0.306277369169669
"477",477,"222",14,6,"SemRel","integ","rel","plur","The caddy for the charismatic golfers","A",0,"",2.73,6749.25,0.8,0.55,11,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,1,1,9,0.273397905374591,0.633521028953457,-0.033453868820062,2.66915229129671,11,0.676130509560661,-1.11688156316126,1.04336227802113,-1.26002822606543,16,0.823033692134976,-0.436949978870002,1.20547503674089,-0.351051405599842,13.5,0.752474376163337,-0.789030004527404,1.13193929521042,-0.769818658140806,0.317560429291521,0.404456834488147,0.406540180433955,0.913633827222898,0.389760732797475,0.524324896592877,0.57978359661681,1.02637562714961,-0.915509299796919,1.45779813054538,-1.01859174881812,-0.894711991323516,1.52708896815036,1.50332728325412,1.54080374747505,0.57,3.83,0.26,0.19,6.83,5.58,6.42,10,11,-1.94591014905531,9.09090909090909,0.761904761904762,0.306277369169669
"478",478,"14",14,6,"SemRel","integ","rel","plur","The caddy for the charismatic golfers","A",0,"",2.73,6749.25,0.8,0.55,11,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,1,1,9,0.273397905374591,0.633521028953457,-0.033453868820062,2.66915229129671,11,0.676130509560661,-1.11688156316126,1.04336227802113,-1.26002822606543,16,0.823033692134976,-0.436949978870002,1.20547503674089,-0.351051405599842,13.5,0.752474376163337,-0.789030004527404,1.13193929521042,-0.769818658140806,0.317560429291521,0.404456834488147,0.406540180433955,0.913633827222898,0.389760732797475,0.524324896592877,0.57978359661681,1.02637562714961,-0.915509299796919,1.45779813054538,-1.01859174881812,-0.894711991323516,1.52708896815036,1.50332728325412,1.54080374747505,0.57,3.83,0.26,0.19,6.83,5.58,6.42,10,11,-1.94591014905531,9.09090909090909,0.761904761904762,0.306277369169669
"479",479,"230",14,6,"SemRel","integ","rel","plur","The caddy for the charismatic golfers","A",0,"",2.73,6749.25,0.8,0.55,11,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,1,1,9,0.273397905374591,0.633521028953457,-0.033453868820062,2.66915229129671,11,0.676130509560661,-1.11688156316126,1.04336227802113,-1.26002822606543,16,0.823033692134976,-0.436949978870002,1.20547503674089,-0.351051405599842,13.5,0.752474376163337,-0.789030004527404,1.13193929521042,-0.769818658140806,0.317560429291521,0.404456834488147,0.406540180433955,0.913633827222898,0.389760732797475,0.524324896592877,0.57978359661681,1.02637562714961,-0.915509299796919,1.45779813054538,-1.01859174881812,-0.894711991323516,1.52708896815036,1.50332728325412,1.54080374747505,0.57,3.83,0.26,0.19,6.83,5.58,6.42,10,11,-1.94591014905531,9.09090909090909,0.761904761904762,0.306277369169669
"480",480,"30",14,6,"SemRel","integ","rel","plur","The caddy for the charismatic golfers","A",1,"",2.73,6749.25,0.8,0.55,11,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,1,1,9,0.273397905374591,0.633521028953457,-0.033453868820062,2.66915229129671,11,0.676130509560661,-1.11688156316126,1.04336227802113,-1.26002822606543,16,0.823033692134976,-0.436949978870002,1.20547503674089,-0.351051405599842,13.5,0.752474376163337,-0.789030004527404,1.13193929521042,-0.769818658140806,0.317560429291521,0.404456834488147,0.406540180433955,0.913633827222898,0.389760732797475,0.524324896592877,0.57978359661681,1.02637562714961,-0.915509299796919,1.45779813054538,-1.01859174881812,-0.894711991323516,1.52708896815036,1.50332728325412,1.54080374747505,0.57,3.83,0.26,0.19,6.83,5.58,6.42,10,11,-1.94591014905531,9.09090909090909,0.761904761904762,0.306277369169669
"481",481,"86",14,6,"SemRel","integ","rel","plur","The caddy for the charismatic golfers","A",0,"D",2.73,6749.25,0.8,0.55,11,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,1,1,9,0.273397905374591,0.633521028953457,-0.033453868820062,2.66915229129671,11,0.676130509560661,-1.11688156316126,1.04336227802113,-1.26002822606543,16,0.823033692134976,-0.436949978870002,1.20547503674089,-0.351051405599842,13.5,0.752474376163337,-0.789030004527404,1.13193929521042,-0.769818658140806,0.317560429291521,0.404456834488147,0.406540180433955,0.913633827222898,0.389760732797475,0.524324896592877,0.57978359661681,1.02637562714961,-0.915509299796919,1.45779813054538,-1.01859174881812,-0.894711991323516,1.52708896815036,1.50332728325412,1.54080374747505,0.57,3.83,0.26,0.19,6.83,5.58,6.42,10,11,-1.94591014905531,9.09090909090909,0.761904761904762,0.306277369169669
"482",482,"206",14,6,"SemRel","integ","rel","plur","The caddy for the charismatic golfers","A",0,"",2.73,6749.25,0.8,0.55,11,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,1,1,9,0.273397905374591,0.633521028953457,-0.033453868820062,2.66915229129671,11,0.676130509560661,-1.11688156316126,1.04336227802113,-1.26002822606543,16,0.823033692134976,-0.436949978870002,1.20547503674089,-0.351051405599842,13.5,0.752474376163337,-0.789030004527404,1.13193929521042,-0.769818658140806,0.317560429291521,0.404456834488147,0.406540180433955,0.913633827222898,0.389760732797475,0.524324896592877,0.57978359661681,1.02637562714961,-0.915509299796919,1.45779813054538,-1.01859174881812,-0.894711991323516,1.52708896815036,1.50332728325412,1.54080374747505,0.57,3.83,0.26,0.19,6.83,5.58,6.42,10,11,-1.94591014905531,9.09090909090909,0.761904761904762,0.306277369169669
"483",483,"36",14,4,"SemRel","unint","unrel","plur","The caddy near the charismatic celebrities","A",0,"",2.73,59.14,0.8,7.27,5,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,5,-0.345905471235341,-0.22564376153954,0.0101892184033874,-1.91084770870329,5,0.451026811796262,-2.24918897038879,0.703291378118661,-3.28076715062725,5,0.451026811796262,-2.26514543246494,0.703291378118661,-3.23535447068879,5,0.451026811796262,-2.34042817747163,0.703291378118661,-3.2963074854364,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.915509299796919,-0.738475477147488,-1.01859174881812,0.751164552970993,-1.12458452414358,-1.2235149931153,0.534392142679264,0.57,1.78,0.26,0.92,2.25,2.33,5.58,5,5,-2.39789527279837,0,2.18181818181818,0
"484",484,"20",14,4,"SemRel","unint","unrel","plur","The caddy near the charismatic celebrities","A",0,"",2.73,59.14,0.8,7.27,5,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,5,-0.345905471235341,-0.22564376153954,0.0101892184033874,-1.91084770870329,5,0.451026811796262,-2.24918897038879,0.703291378118661,-3.28076715062725,5,0.451026811796262,-2.26514543246494,0.703291378118661,-3.23535447068879,5,0.451026811796262,-2.34042817747163,0.703291378118661,-3.2963074854364,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.915509299796919,-0.738475477147488,-1.01859174881812,0.751164552970993,-1.12458452414358,-1.2235149931153,0.534392142679264,0.57,1.78,0.26,0.92,2.25,2.33,5.58,5,5,-2.39789527279837,0,2.18181818181818,0
"485",485,"196",14,4,"SemRel","unint","unrel","plur","The caddy near the charismatic celebrities","A",0,"",2.73,59.14,0.8,7.27,5,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,5,-0.345905471235341,-0.22564376153954,0.0101892184033874,-1.91084770870329,5,0.451026811796262,-2.24918897038879,0.703291378118661,-3.28076715062725,5,0.451026811796262,-2.26514543246494,0.703291378118661,-3.23535447068879,5,0.451026811796262,-2.34042817747163,0.703291378118661,-3.2963074854364,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.915509299796919,-0.738475477147488,-1.01859174881812,0.751164552970993,-1.12458452414358,-1.2235149931153,0.534392142679264,0.57,1.78,0.26,0.92,2.25,2.33,5.58,5,5,-2.39789527279837,0,2.18181818181818,0
"486",486,"236",14,4,"SemRel","unint","unrel","plur","The caddy near the charismatic celebrities","A",0,"",2.73,59.14,0.8,7.27,5,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,5,-0.345905471235341,-0.22564376153954,0.0101892184033874,-1.91084770870329,5,0.451026811796262,-2.24918897038879,0.703291378118661,-3.28076715062725,5,0.451026811796262,-2.26514543246494,0.703291378118661,-3.23535447068879,5,0.451026811796262,-2.34042817747163,0.703291378118661,-3.2963074854364,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.915509299796919,-0.738475477147488,-1.01859174881812,0.751164552970993,-1.12458452414358,-1.2235149931153,0.534392142679264,0.57,1.78,0.26,0.92,2.25,2.33,5.58,5,5,-2.39789527279837,0,2.18181818181818,0
"487",487,"44",14,4,"SemRel","unint","unrel","plur","The caddy near the charismatic celebrities","A",0,"",2.73,59.14,0.8,7.27,5,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,5,-0.345905471235341,-0.22564376153954,0.0101892184033874,-1.91084770870329,5,0.451026811796262,-2.24918897038879,0.703291378118661,-3.28076715062725,5,0.451026811796262,-2.26514543246494,0.703291378118661,-3.23535447068879,5,0.451026811796262,-2.34042817747163,0.703291378118661,-3.2963074854364,0,-0.680882125012808,-1.30102999566398,-0.791324457054876,0,-0.666009890976661,-1.30102999566398,-0.780748734753094,-0.915509299796919,-0.738475477147488,-1.01859174881812,0.751164552970993,-1.12458452414358,-1.2235149931153,0.534392142679264,0.57,1.78,0.26,0.92,2.25,2.33,5.58,5,5,-2.39789527279837,0,2.18181818181818,0
"488",488,"122",14,2,"SemRel","unint","rel","plur","The caddy near the charismatic golfers","A",0,"",2.73,59.14,0.8,0.55,11,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,1,1,9,-0.226602094625409,1.20595721503146,-0.033453868820062,2.66915229129671,11,0.676130509560661,-1.11688156316126,1.04336227802113,-1.26002822606543,16,0.823033692134976,-0.436949978870002,1.20547503674089,-0.351051405599842,13.5,0.752474376163337,-0.789030004527404,1.13193929521042,-0.769818658140806,0.317560429291521,0.404456834488147,0.406540180433955,0.913633827222898,0.389760732797475,0.524324896592877,0.57978359661681,1.02637562714961,-0.915509299796919,-0.738475477147488,-1.01859174881812,-0.894711991323516,1.52708896815036,1.0838130868896,1.13344666934342,0.57,1.78,0.26,0.19,6.83,5.08,6.08,10,11,-1.94591014905531,9.09090909090909,0.761904761904762,0.306277369169669
"489",489,"82",14,2,"SemRel","unint","rel","plur","The caddy near the charismatic golfers","A",0,"",2.73,59.14,0.8,0.55,11,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,1,1,9,-0.226602094625409,1.20595721503146,-0.033453868820062,2.66915229129671,11,0.676130509560661,-1.11688156316126,1.04336227802113,-1.26002822606543,16,0.823033692134976,-0.436949978870002,1.20547503674089,-0.351051405599842,13.5,0.752474376163337,-0.789030004527404,1.13193929521042,-0.769818658140806,0.317560429291521,0.404456834488147,0.406540180433955,0.913633827222898,0.389760732797475,0.524324896592877,0.57978359661681,1.02637562714961,-0.915509299796919,-0.738475477147488,-1.01859174881812,-0.894711991323516,1.52708896815036,1.0838130868896,1.13344666934342,0.57,1.78,0.26,0.19,6.83,5.08,6.08,10,11,-1.94591014905531,9.09090909090909,0.761904761904762,0.306277369169669
"490",490,"42",14,2,"SemRel","unint","rel","plur","The caddy near the charismatic golfers","A",0,"",2.73,59.14,0.8,0.55,11,2.5,20,0,0,20,0,0,20,0,0,20,2,0,20,1,0,20,0,1,1,1,9,-0.226602094625409,1.20595721503146,-0.033453868820062,2.66915229129671,11,0.676130509560661,-1.11688156316126,1.04336227802113,-1.26002822606543,16,0.823033692134976,-0.436949978870002,1.20547503674089,-0.351051405599842,13.5,0.752474376163337,-0.789030004527404,1.13193929521042,-0.769818658140806,0.317560429291521,0.404456834488147,0.406540180433955,0.913633827222898,0.389760732797475,0.524324896592877,0.57978359661681,1.02637562714961,-0.915509299796919,-0.738475477147488,-1.01859174881812,-0.894711991323516,1.52708896815036,1.0838130868896,1.13344666934342,0.57,1.78,0.26,0.19,6.83,5.08,6.08,10,11,-1.94591014905531,9.09090909090909,0.761904761904762,0.306277369169669
